GEO_ID,NAME,DP02_0059PE,DP02_0060PE,DP02_0061PE,DP02_0062PE,DP02_0063PE,DP02_0064PE,DP02_0065PE,DP03_0001E,DP03_0004E,DP03_0062E,DP03_0088E,DP03_0009PE,DP03_0027PE,DP03_0028PE,DP03_0029PE,DP03_0030PE,DP03_0031PE,DP03_0047PE,DP03_0048PE,DP03_0049PE,DP03_0050PE,DP03_0128PE,DP03_0129PE,DP04_0089E,DP04_0101E,DP04_0134E,DP05_0001E,DP05_0037PE,DP05_0038PE,DP05_0039PE,DP05_0044PE,DP05_0052PE,DP05_0071PE
0500000US01019,"Cherokee County, Alabama",18874,6.8,11.6,40.3,20.2,8.4,6.6,21390,9980,41919,24301,4.4,28.1,15.1,15.8,14.0,27.1,78.1,14.2,7.3,0.4,13.9,15.3,123400,1151,620,25903,92.9,4.6,1.1,0.2,0.0,1.6
0500000US01021,"Chilton County, Alabama",30046,5.8,12.4,44.4,16.8,7.9,8.1,34827,17526,47468,24658,6.4,22.2,13.6,23.3,19.0,21.9,83.0,11.6,5.4,0.1,19.1,22.7,107300,1045,726,44055,83.6,9.2,0.8,0.4,0.0,7.8
0500000US01023,"Choctaw County, Alabama",9329,5.3,13.3,37.7,20.8,11.0,7.7,10685,4173,35892,22308,7.9,26.4,15.0,21.0,16.0,21.6,78.2,17.9,3.7,0.2,23.3,38.9,74100,913,525,12925,56.8,42.6,0.1,0.1,0.0,0.4
0500000US01025,"Clarke County, Alabama",16770,5.2,14.2,41.8,18.6,8.0,7.2,19548,7770,37404,22225,12.2,23.3,14.6,18.9,16.5,26.7,80.1,13.7,6.1,0.0,23.2,27.6,112500,1151,555,24128,53.0,45.8,0.1,0.4,0.0,0.3
0500000US01027,"Clay County, Alabama",9459,10.1,13.3,37.8,18.8,9.5,5.9,10841,5527,40845,23519,5.4,24.2,13.8,16.7,10.4,34.9,78.8,12.9,7.7,0.6,17.9,24.3,107800,1004,535,13337,83.2,15.6,0.3,0.2,0.0,3.1
0500000US01029,"Cleburne County, Alabama",10481,6.6,14.4,38.0,19.9,5.7,10.1,11942,5707,44741,23142,5.9,28.3,10.6,22.0,15.1,24.0,76.5,16.4,7.0,0.1,17.3,27.0,116500,1178,585,14916,93.9,2.7,0.1,0.0,0.0,2.5
0500000US01031,"Coffee County, Alabama",35293,4.5,9.6,27.2,24.1,11.8,15.3,40755,21907,55637,27806,5.7,34.2,16.5,18.0,12.7,18.7,71.4,22.5,6.1,0.0,15.1,24.3,147400,1153,803,51662,75.7,16.9,1.2,1.4,0.0,7.3
0500000US01033,"Colbert County, Alabama",38959,4.3,10.6,37.8,21.5,7.7,11.5,44515,22832,48065,25536,4.4,29.1,15.7,21.5,10.9,22.9,80.1,14.4,5.0,0.5,15.5,21.1,120800,1040,697,54771,79.0,16.2,0.6,0.5,0.1,2.8
0500000US01035,"Conecuh County, Alabama",8833,4.2,11.5,51.1,12.7,7.8,8.2,10094,4232,37837,19769,9.2,16.1,15.7,23.7,9.5,34.9,78.8,15.1,5.3,0.8,17.6,26.5,81000,836,536,12394,50.7,47.8,0.2,0.5,0.0,0.7
0500000US01037,"Coosa County, Alabama",8259,4.8,15.2,40.3,20.9,6.0,8.6,9140,4202,38990,23694,2.9,22.0,17.7,23.8,13.5,23.1,85.3,12.7,2.0,0.0,13.5,22.7,84000,873,589,10757,65.8,33.6,0.1,0.0,0.0,1.0
0500000US01039,"Covington County, Alabama",26324,5.7,10.9,37.3,21.1,9.7,9.9,29973,14822,42189,23687,8.4,29.7,13.8,20.3,14.9,21.3,78.1,15.1,6.7,0.1,18.6,28.7,97600,977,612,37200,84.6,13.5,0.1,0.5,0.1,1.7
0500000US01041,"Crenshaw County, Alabama",9690,7.4,13.4,39.5,16.3,5.9,12.7,11114,5668,43163,24563,3.4,23.7,15.7,23.6,14.6,22.5,74.7,16.5,8.6,0.2,15.2,20.9,81000,990,537,13844,71.4,23.3,0.7,1.3,0.1,0.8
0500000US01043,"Cullman County, Alabama",57726,5.4,13.0,34.1,22.6,11.0,8.9,66350,34228,44918,23468,5.1,26.7,15.1,21.4,14.6,22.2,81.5,10.9,7.3,0.3,14.9,19.5,128600,1057,706,82853,95.1,1.3,0.3,0.4,0.0,4.4
0500000US01045,"Dale County, Alabama",33509,4.3,9.6,32.3,25.7,10.0,12.1,39177,17994,47214,24645,8.0,26.9,15.4,24.3,14.2,19.2,75.1,19.2,5.5,0.1,17.6,27.7,112000,994,730,49277,72.4,20.3,0.8,1.4,0.0,6.5
0500000US01047,"Dallas County, Alabama",26200,4.3,13.9,35.9,20.1,11.1,8.8,30693,14347,33845,19612,11.0,25.4,15.3,20.2,8.8,30.3,79.3,14.9,5.8,0.1,29.1,46.1,83300,1003,643,39149,27.9,70.7,0.1,0.6,0.1,1.1
0500000US01049,"DeKalb County, Alabama",47990,11.7,13.5,34.2,18.3,9.3,7.8,56091,29639,40440,21907,4.0,23.8,16.2,18.5,11.7,29.8,78.3,12.0,9.7,0.0,21.1,31.3,106100,981,628,71310,85.4,1.5,1.2,0.1,0.8,14.6
0500000US01051,"Elmore County, Alabama",56093,4.5,8.9,32.5,19.6,9.4,16.3,65170,34180,60891,29052,4.6,38.1,13.9,21.7,9.8,16.6,74.3,21.3,4.3,0.1,11.5,15.2,166600,1258,892,81144,75.3,21.5,0.3,0.5,0.0,3.0
0500000US01053,"Escambia County, Alabama",25859,4.5,14.3,43.7,17.6,7.4,8.2,29780,12786,36275,19028,11.0,25.1,23.3,21.1,10.8,19.8,77.3,17.3,5.2,0.2,22.2,31.1,99400,962,616,37057,62.2,32.1,4.0,0.3,0.1,2.3
0500000US01055,"Etowah County, Alabama",72032,4.8,10.6,32.9,24.8,9.1,11.0,83242,42650,44637,24883,5.5,29.0,18.7,21.2,9.6,21.4,80.7,14.0,5.2,0.1,17.4,28.9,113700,1062,669,102748,79.8,15.9,0.6,0.7,0.0,3.9
0500000US01057,"Fayette County, Alabama",11706,7.2,10.2,41.3,22.2,6.8,9.1,13428,6337,39856,22483,6.3,25.2,15.9,20.1,10.2,28.6,80.7,13.6,5.4,0.3,19.4,27.7,88500,935,527,16494,85.3,11.8,0.0,0.5,0.0,1.8
0500000US01059,"Franklin County, Alabama",20786,10.0,12.8,36.6,18.2,8.4,8.8,24340,12840,43514,21641,4.8,24.1,12.9,19.4,12.0,31.5,80.5,14.0,5.4,0.0,19.4,36.0,95000,943,581,31466,83.0,4.4,1.3,0.4,0.0,17.2
0500000US01061,"Geneva County, Alabama",18660,7.5,12.2,36.0,21.7,10.2,7.6,21355,10294,41732,21711,5.4,26.5,17.0,20.7,16.4,19.4,74.9,16.1,8.6,0.4,22.0,32.8,100900,975,625,26417,86.6,9.6,0.9,0.4,0.0,4.0
0500000US01063,"Greene County, Alabama",5793,6.0,14.8,38.6,24.3,6.2,6.1,6544,2396,24145,14884,11.5,21.8,19.5,17.6,9.6,31.4,70.0,21.8,8.2,0.0,38.1,55.1,80400,894,612,8324,17.3,79.5,0.4,0.0,0.0,1.7
0500000US01065,"Hale County, Alabama",9921,4.6,11.4,43.4,18.9,7.5,9.3,11792,5355,34046,21191,10.9,27.3,18.3,23.4,10.3,20.6,82.5,12.2,5.3,0.0,24.2,36.9,89300,1034,577,14809,39.5,59.4,0.2,0.2,0.0,0.0
0500000US01067,"Henry County, Alabama",12168,6.8,13.9,32.6,20.8,9.0,10.3,14042,6920,50017,25276,5.9,30.1,17.2,21.0,9.5,22.2,82.8,12.0,4.8,0.4,13.8,19.4,118800,1058,627,17133,70.7,26.6,0.2,0.4,0.1,2.6
0500000US01069,"Houston County, Alabama",72199,4.1,9.8,31.2,23.4,9.7,13.4,83196,44374,47580,27097,6.4,32.1,19.2,23.7,9.4,15.7,82.1,11.7,6.0,0.2,18.2,27.5,137600,1119,754,104702,69.1,26.9,0.3,0.9,0.1,3.3
0500000US01071,"Jackson County, Alabama",36999,5.2,11.7,41.0,18.6,9.6,9.5,42222,20352,41769,22596,5.1,29.0,13.3,17.8,11.7,28.3,79.7,14.1,6.0,0.2,18.6,24.2,104900,1009,590,51852,91.5,3.5,1.2,0.4,0.1,2.9
0500000US01073,"Jefferson County, Alabama",449743,2.8,7.1,26.4,21.7,8.6,20.4,525234,304994,53901,32098,6.5,39.7,16.7,23.1,7.1,13.4,81.7,13.7,4.5,0.1,16.0,22.8,159100,1330,900,659680,51.8,42.9,0.2,1.6,0.0,3.9
0500000US01075,"Lamar County, Alabama",9837,6.6,11.0,39.8,21.8,8.8,8.3,11104,5244,38364,22636,8.8,29.4,11.5,19.4,13.2,26.5,78.7,15.4,5.4,0.5,20.6,33.5,80900,900,425,13885,87.5,10.7,0.0,0.1,0.0,1.6
0500000US01077,"Lauderdale County, Alabama",63606,4.2,8.4,36.0,21.0,6.9,14.9,76212,40287,48094,28033,4.7,30.3,17.6,23.7,10.5,17.9,77.5,16.0,6.3,0.2,14.6,18.0,145000,1096,663,92556,86.9,10.4,0.4,0.6,0.1,2.7
0500000US01079,"Lawrence County, Alabama",23314,6.7,14.0,41.2,18.0,7.6,8.4,26684,12445,44886,23450,5.3,26.7,12.6,18.2,13.4,29.1,80.5,14.5,5.0,0.0,18.0,24.4,110500,1032,551,33058,78.0,10.6,5.6,0.2,0.1,2.2
0500000US01081,"Lee County, Alabama",97055,2.8,6.3,23.7,22.7,9.2,19.6,130253,74770,51463,27860,5.2,41.1,17.5,19.7,7.8,13.9,76.6,18.5,4.7,0.2,19.6,18.8,169300,1285,856,161152,70.3,22.9,0.2,4.3,0.0,3.7
0500000US01083,"Limestone County, Alabama",65942,5.5,9.8,30.4,20.4,8.1,17.4,75899,40510,59686,28411,6.2,35.2,14.4,20.3,11.2,18.8,77.9,15.8,6.1,0.2,13.6,20.2,158800,1187,691,94727,80.2,13.8,0.8,1.4,0.1,6.0
0500000US01085,"Lowndes County, Alabama",7062,5.6,16.0,39.6,15.2,8.9,9.2,8043,3430,30036,20209,9.9,25.1,15.5,18.8,11.4,29.2,81.9,15.4,2.6,0.1,26.8,38.7,70000,1054,586,10079,24.8,74.6,0.1,0.0,0.0,0.5
0500000US01087,"Macon County, Alabama",12033,4.1,14.1,30.2,24.0,7.2,11.8,15831,7064,33370,20419,11.3,31.3,20.7,21.4,7.3,19.3,76.0,19.3,4.7,0.0,24.4,37.0,80800,995,641,18708,16.0,83.2,0.1,0.2,0.0,0.8
0500000US01089,"Madison County, Alabama",247760,2.6,5.7,20.6,20.2,8.1,26.0,292072,176910,65449,36620,5.0,47.9,15.1,19.6,6.2,11.1,77.0,18.3,4.5,0.2,12.5,18.0,186100,1310,857,362276,67.9,24.3,0.6,2.6,0.1,4.9
0500000US01091,"Marengo County, Alabama",13092,5.2,10.9,38.0,20.8,8.9,8.7,15514,6778,33241,25635,8.0,29.4,19.6,18.6,13.9,18.4,74.8,17.8,6.2,1.2,21.9,30.9,84400,1116,563,19321,45.8,53.6,0.1,0.0,0.0,1.0
0500000US01093,"Marion County, Alabama",21272,7.9,12.5,34.8,22.8,9.2,7.9,24260,11851,35930,21311,5.5,25.7,15.5,20.5,12.7,25.6,76.8,17.1,5.8,0.2,17.5,23.3,92800,924,512,29866,92.9,3.6,0.5,0.2,0.0,2.6
0500000US01095,"Marshall County, Alabama",63955,6.9,11.5,31.1,22.4,8.7,13.0,74429,39193,45983,24453,4.3,30.5,15.9,19.0,10.8,23.7,79.7,12.9,7.1,0.3,20.3,32.7,128800,1063,649,95643,93.0,2.7,0.4,0.6,0.1,14.0
0500000US01097,"Mobile County, Alabama",278838,3.1,10.4,34.0,21.4,7.9,15.4,327383,174519,47583,25861,5.8,32.9,17.6,22.4,10.6,16.4,81.9,13.2,4.7,0.1,18.8,28.6,130200,1177,853,414114,58.6,35.8,0.8,1.9,0.0,2.9
0500000US01099,"Monroe County, Alabama",14718,4.2,10.1,47.2,16.7,8.2,9.1,17101,6423,30441,20527,15.4,27.1,18.0,20.2,11.9,22.9,81.8,13.5,4.6,0.0,27.9,35.0,102200,1009,582,21270,54.5,42.4,1.7,0.3,0.0,0.4
0500000US01101,"Montgomery County, Alabama",150570,4.0,9.3,25.0,21.4,7.0,19.6,179440,101013,50124,29071,6.6,37.6,17.8,23.2,5.3,16.1,74.0,21.4,4.6,0.0,19.4,30.6,129800,1156,884,226941,35.8,57.9,0.2,2.8,0.0,3.5
0500000US01103,"Morgan County, Alabama",82478,6.1,9.8,30.4,22.5,8.8,15.4,95022,51903,52156,27367,5.1,32.1,16.3,21.1,10.6,19.9,82.7,12.2,4.8,0.2,14.6,20.7,137000,1090,658,119213,79.9,12.8,0.5,0.6,0.1,8.4
0500000US01105,"Perry County, Alabama",5883,8.7,8.5,36.9,19.9,3.2,12.9,7569,2571,23447,15055,10.1,27.7,25.7,22.6,4.5,19.5,75.3,19.6,5.0,0.0,30.8,44.2,65000,980,507,9293,29.5,69.8,0.0,0.1,0.0,1.2
0500000US01107,"Pickens County, Alabama",14495,6.0,12.5,37.2,22.9,7.3,10.0,16747,7017,39848,23024,10.3,30.0,14.4,19.2,11.6,24.7,74.5,18.3,6.9,0.2,22.7,38.5,96000,994,457,20243,56.7,40.2,0.1,0.1,0.1,4.9
0500000US01109,"Pike County, Alabama",19298,4.7,10.3,35.7,21.3,4.1,14.1,27622,13992,37446,22453,6.1,30.5,20.4,23.0,7.3,18.8,77.8,17.6,4.4,0.3,24.4,32.4,120000,1122,669,33333,57.9,36.8,0.6,2.2,0.0,2.3
0500000US01111,"Randolph County, Alabama",15776,7.2,13.2,34.9,20.0,8.2,9.6,18293,8764,43395,24721,4.2,26.4,13.3,20.4,11.6,28.2,77.9,13.7,8.2,0.1,16.9,28.1,96100,942,620,22647,77.1,20.4,0.2,0.2,0.0,2.9
0500000US01113,"Russell County, Alabama",38920,5.1,11.1,31.4,23.4,11.2,11.4,45533,23616,42443,23470,6.4,30.2,17.1,26.0,9.4,17.4,77.0,18.6,4.4,0.0,20.7,29.8,122000,1123,803,57952,49.2,43.7,0.3,1.0,0.0,5.5
0500000US01115,"St. Clair County, Alabama",61424,5.2,10.3,35.6,23.2,9.7,10.6,70160,38507,58308,26409,5.3,30.3,15.6,22.9,12.4,18.8,83.0,11.1,5.7,0.2,12.2,14.7,154900,1190,819,87989,87.3,9.6,0.4,0.8,0.0,2.4
0500000US01117,"Shelby County, Alabama",145427,2.4,4.9,19.8,22.1,7.8,28.4,168899,106839,77799,38549,3.6,46.3,13.0,24.2,7.3,9.2,82.5,12.5,4.7,0.3,7.5,8.9,211900,1443,1047,213432,80.1,12.1,0.3,2.1,0.0,5.7
0500000US01119,"Sumter County, Alabama",8088,3.7,9.6,35.4,23.4,6.4,11.4,10570,4291,24320,16799,9.7,28.6,20.2,25.2,8.6,17.4,67.6,28.1,4.2,0.1,31.8,42.1,74400,939,518,12797,25.2,71.9,0.1,2.1,0.0,0.5
0500000US01121,"Talladega County, Alabama",55993,5.3,14.3,33.7,23.1,8.5,9.4,65202,31166,41325,23305,8.5,28.6,15.9,18.3,11.0,26.3,80.3,15.6,4.0,0.1,19.1,26.8,105300,1036,628,80387,63.9,32.6,0.4,0.6,0.1,2.3
0500000US01123,"Tallapoosa County, Alabama",28667,5.0,14.3,32.7,20.7,8.8,11.8,33041,15119,45828,25217,9.9,29.9,16.0,19.5,12.3,22.3,80.1,14.2,5.4,0.3,18.9,31.3,109300,1005,665,40541,70.0,27.4,0.2,0.4,0.0,2.4
0500000US01125,"Tuscaloosa County, Alabama",129056,3.1,8.5,29.9,20.9,6.8,18.4,168197,93667,53326,26789,5.8,35.8,16.6,20.4,8.6,18.6,76.9,18.3,4.6,0.1,17.7,21.2,170400,1244,846,207305,64.2,32.0,0.2,1.6,0.0,3.7
0500000US01127,"Walker County, Alabama",44782,6.7,11.5,37.5,22.5,10.4,7.4,51506,24414,43629,23882,8.4,27.1,17.8,20.9,14.7,19.6,79.7,14.5,5.8,0.0,18.1,25.0,104300,1056,626,64110,90.6,6.2,0.2,0.5,0.0,2.5
0500000US01129,"Washington County, Alabama",11346,5.4,12.0,43.1,18.3,8.6,7.1,13300,5582,41370,26752,7.3,25.3,18.3,17.5,17.9,21.0,83.4,12.4,3.7,0.5,21.1,35.5,89100,1098,730,16541,66.3,23.5,7.4,0.3,0.0,1.5
0500000US01131,"Wilcox County, Alabama",7114,5.7,17.9,39.5,18.9,5.6,8.8,8487,2995,31014,16841,15.3,22.5,20.1,20.2,9.8,27.2,76.1,18.6,5.3,0.0,30.1,44.3,79400,913,509,10681,27.3,69.4,0.2,0.0,0.0,0.5
0500000US01133,"Winston County, Alabama",17156,7.1,14.1,38.2,20.6,7.1,7.3,19489,9120,35788,22952,7.3,24.5,14.2,19.3,14.7,27.3,77.2,12.4,10.3,0.1,17.6,25.3,86100,973,529,23784,96.1,0.7,0.3,0.2,0.1,3.2
0500000US02013,"Aleutians East Borough, Alaska",2616,6.6,8.0,43.5,25.1,5.4,8.0,2960,2306,69250,33939,3.9,16.8,13.5,11.2,18.1,40.4,65.9,24.5,9.4,0.3,13.8,20.7,119900,1067,939,3385,15.1,4.2,46.7,19.7,1.0,9.0
0500000US02016,"Aleutians West Census Area, Alaska",4127,5.1,5.5,39.0,26.3,7.1,13.9,4796,3830,87466,39647,2.1,18.3,17.9,14.1,15.1,34.6,78.3,18.1,3.7,0.0,6.8,6.6,279200,2354,1341,5698,29.1,3.4,10.8,40.3,2.7,14.1
0500000US02020,"Anchorage Municipality, Alaska",191870,2.4,3.7,23.4,25.4,9.0,22.2,229042,148021,84928,41415,5.7,41.1,17.4,22.0,8.1,11.4,73.4,21.1,5.3,0.2,9.0,13.1,314800,2120,1320,293531,62.6,5.6,7.9,9.6,2.4,9.2
0500000US02050,"Bethel Census Area, Alaska",9801,7.2,11.9,46.4,18.0,4.6,7.5,12405,6243,53553,19885,18.4,35.2,20.2,22.9,9.3,12.5,51.3,45.9,2.5,0.3,28.3,34.2,83600,1265,1352,18134,11.2,0.7,83.1,1.1,0.2,2.6
0500000US02060,"Bristol Bay Borough, Alaska",635,3.0,3.0,37.0,26.9,7.6,18.9,723,468,79808,44168,9.7,31.8,17.7,17.9,14.3,18.2,56.8,31.2,12.0,0.0,7.2,12.4,188800,1866,1120,875,52.7,0.6,34.2,0.2,0.2,3.7
0500000US02068,"Denali Borough, Alaska",1627,0.1,1.4,26.0,24.9,6.5,26.2,2025,1508,81719,34365,1.5,19.1,32.4,23.4,13.7,11.5,76.6,16.9,5.1,1.4,16.3,7.2,223000,1496,845,2246,84.2,1.2,2.2,2.6,0.0,0.3
0500000US02070,"Dillingham Census Area, Alaska",2895,6.2,7.5,37.2,23.0,4.0,9.0,3600,2030,56898,25993,11.9,48.0,16.6,17.5,9.2,8.7,58.9,37.9,3.3,0.0,17.2,25.7,183500,1844,1020,4961,17.5,1.6,71.9,1.4,0.1,3.7
0500000US02090,"Fairbanks North Star Borough, Alaska",61846,2.0,3.5,22.6,31.1,9.4,19.0,77300,45538,76992,37025,6.5,35.8,16.5,21.7,13.5,12.4,65.2,29.4,5.1,0.2,8.0,10.2,240000,1875,1305,99072,75.4,4.5,7.9,3.2,0.5,8.0
0500000US02100,"Haines Borough, Alaska",1850,1.0,1.5,30.2,29.2,4.4,16.4,1909,1181,58059,31731,4.8,38.8,19.9,24.2,12.7,4.4,59.0,24.5,15.3,1.2,11.3,17.4,254000,1630,951,2518,81.6,0.0,8.8,1.3,0.2,4.5
0500000US02105,"Hoonah-Angoon Census Area, Alaska",1711,1.1,5.1,38.5,25.4,8.5,15.5,1842,1030,59803,36091,10.7,33.5,21.8,16.0,15.7,12.9,53.6,32.0,14.1,0.3,10.3,13.4,223600,1307,894,2139,46.1,3.2,37.6,1.6,0.0,6.8
0500000US02110,"Juneau City and Borough, Alaska",22561,1.1,2.6,21.6,29.5,6.9,24.6,26030,17132,88390,43680,4.6,44.5,13.9,19.5,10.5,11.6,52.8,39.2,7.9,0.1,7.7,11.1,345900,2178,1310,32227,68.0,1.0,10.6,6.9,1.0,6.8
0500000US02122,"Kenai Peninsula Borough, Alaska",40651,2.0,5.3,31.2,27.6,9.3,15.1,46721,25314,66064,34226,7.2,35.6,20.2,17.5,14.5,12.2,68.8,20.6,9.8,0.8,12.1,15.2,242200,1591,987,58464,82.5,0.6,7.8,1.6,0.3,4.2
0500000US02130,"Ketchikan Gateway Borough, Alaska",9642,1.9,5.3,29.7,29.4,8.4,17.3,11098,7116,72728,37590,5.9,31.0,19.7,23.5,11.8,14.1,66.6,24.7,8.2,0.4,9.6,13.6,289900,1871,1169,13800,66.5,0.8,14.3,8.2,0.2,5.3
0500000US02150,"Kodiak Island Borough, Alaska",8934,5.5,4.7,29.7,24.8,7.3,16.7,10327,6680,85839,32876,5.6,29.0,15.0,17.0,13.0,26.0,67.6,25.4,7.1,0.0,7.8,10.9,282100,1974,1458,13451,54.7,0.3,12.4,22.7,0.3,8.9
0500000US02158,"Kusilvak Census Area, Alaska",4010,6.3,14.9,56.0,16.8,2.1,2.8,5228,2192,36754,13762,27.2,28.5,27.4,18.0,13.1,13.0,39.5,59.0,1.5,0.0,39.0,45.9,71500,652,632,8250,3.6,0.5,92.1,0.1,0.1,1.1
0500000US02164,"Lake and Peninsula Borough, Alaska",918,5.9,6.1,44.2,24.0,3.7,8.2,1109,653,44135,24836,15.2,37.4,20.2,14.9,16.5,11.0,35.8,58.8,4.7,0.6,16.5,25.5,114900,860,743,1393,21.0,1.1,69.8,1.7,0.4,0.1
0500000US02170,"Matanuska-Susitna Borough, Alaska",68186,2.0,5.0,33.1,28.6,9.6,14.2,80098,43782,75493,31232,9.1,33.4,18.2,19.5,17.2,11.7,72.7,19.1,7.9,0.3,10.3,12.2,249000,1787,1127,105369,82.9,1.2,6.2,1.4,0.3,4.9
